AlerteID,DateCreated,Partner,OCHA_village_v2,Prefecture,SousPrefecture,Commune,Latitude,Longitude,Nb_localites_affectes,Nature_choc,Pop_affectee_menages,Pop_affectee_individus,Pop_affectee_Deplaces,Pop_affectee_Retours,Pop_affectee_Communaute_hote,Pop_affectee_Autre,startDate,endDate,year
ACF_GBA_20150223,03.03.2015,ACF,Gbakara,Ouham,Bossangoa,Soumbe,6.436505,17.641028,1,Catastrophe naturelle,13,65,Non,Non,Oui,Non,23.02.2015,23.02.2015,2015
ACF_SAB_20150204,03.03.2015,ACF,Sabewa,Nana-Mambere,Bouar,Niem-Yelewa,6.668017,14.982606,1,Violences,100,500,Oui,Non,Non,Non,04.02.2015,04.02.2015,2015
ACF_GBB_20150220,03.03.2015,ACF,Bofire,Ouham,Bossangoa,Ben Zambe,6.71861,17.766026,3,Violences,243,1215,Oui,Non,Non,Non,20.02.2015,20.02.2015,2015
PU_NAS_20150211,26.02.2015,PU-AMI,Nassole,Mambere-Kadei,Berberati,Ouakanga,4.258509,15.375248,8,Violences,0,0,Oui,Non,Non,Non,11.02.2015,11.02.2015,2015
ACTED_KOU_20150112,26.02.2015,ACTED,Kouango,Ouaka,Kouango,Kouango,4.992821,19.97361,1,Violences,0,0,Non,Non,Non,Oui,12.01.2015,12.01.2015,2015
ACTED_LIH_20150206,26.02.2015,ACTED,Lihoto,Ouaka,Kouango,Azengue-Mindou,5.312277,20.15837,0,Violences,1600,1800,Oui,Non,Non,Non,06.02.2015,06.02.2015,2015
ACTED_NGA_20150208,26.02.2015,ACTED,Ngakobo,Ouaka,Bambari,Ngougbia,5.339652,20.730846,0,Violences,0,1000,Oui,Non,Non,Non,08.02.2015,08.02.2015,2015
ACF_BES_20150221,26.02.2015,ACF,Besson,Nana-Mambere,Baboua,Goudrot,6.258945,14.816071,3,Violences,85,381,Non,Non,Oui,Non,21.02.2015,21.02.2015,2015
ACF_BOG_20141118,26.02.2015,ACF,Bogbatoyo,Nana-Mambere,Bouar,Herman-Brousse,6.299334,15.605226,1,Violences,100,500,Oui,Non,Non,Non,18.11.2014,18.11.2014,2014
DRC_BOB_20150225,26.02.2015,DRC,Bobani 2,Ouham Pende,Paoua,Mom,6.771083,16.592829,0,Violences,0,0,Oui,Non,Non,Non,25.02.2015,25.02.2015,2015
DRC_SAN_20150225,26.02.2015,DRC,Sanguere 3,Ouham Pende,Koui,Koui,6.966833,15.337074,1,Violences,0,0,Oui,Non,Non,Non,25.02.2015,25.02.2015,2015
SI_KAB_20150113,26.02.2015,SI,Kabo,Ouham,Kabo,Sido,7.697565,18.629944,1,Autre,352,1765,Non,Oui,Non,Non,13.01.2015,13.01.2015,2015
